最高気温(℃),平均気温(℃),降水量の合計(mm),日照時間(時間),平均風速(m/s),平均雲量(10分比),平均湿度(％),子供割合,ice1,ice2,ice3,ice4,ice5,ice6,ice7,ice8,売り上げ
16.2,11.0,0.0,11.3,3.0,0.5,48.0,11.0,100,200,200,200,300,150,400,100,0.5760515524522103
18.400000000000002,14.7,0.0,9.2,2.6,5.5,58.0,11.0,150,200,200,300,350,350,450,100,0.6031212184050373
21.900000000000002,16.7,0.0,10.6,4.1,0.0,48.0,11.3,400,150,150,300,150,400,200,300,0.6087843284370095
7.1,3.7,0.0,7.8,3.4,5.8,81.0,11.0,300,400,100,350,400,200,250,100,0.5733332596368635
17.900000000000002,13.0,0.17278188587372043,2.7,1.7,7.0,65.0,11.9,250,300,100,300,250,450,100,300,0.5797565528027593
21.6,16.4,0.0,12.2,4.1,3.3,49.0,10.8,350,200,150,400,300,350,150,450,0.6229421035169399
31.0,28.099999999999998,1.1207176872962012,1.1,6.3,7.5,86.0,10.9,250,450,450,150,300,250,200,150,0.5387197573362684
10.0,5.3,13.22917892737079,2.8,3.3,7.5,68.0,11.4,250,450,200,150,450,350,250,150,0.41720937517963785
28.400000000000002,23.9,0.0,4.6,2.2,7.0,81.0,12.6,450,150,150,450,200,200,300,100,0.6205635973035116
31.6,26.599999999999998,0.0,2.0,1.8,9.8,93.0,10.8,100,250,100,250,150,450,150,350,0.6221492681124638
11.4,7.9,0.0,5.7,4.2,5.5,66.0,11.0,350,400,150,300,150,400,200,350,0.5929276203474874
11.4,6.7,0.0,9.0,1.5,2.5,67.0,11.0,200,200,100,150,200,450,250,100,0.5638192347831504
16.400000000000002,12.7,0.0,7.5,4.8,5.8,53.0,11.0,450,350,200,300,150,450,200,250,0.6085578040357307
37.699999999999996,32.5,71.09490163669831,11.6,2.8,3.8,62.0,11.3,100,300,300,100,200,100,350,200,0.44948179753567286
24.900000000000002,19.8,0.0,4.4,2.4,7.8,70.0,11.3,450,100,100,350,100,350,450,450,0.6312102441636194
29.6,23.5,0.0,9.0,3.0,8.5,68.0,11.9,300,200,400,200,350,200,150,300,0.6297378355553066
16.7,12.2,0.0,5.2,4.8,8.3,62.0,11.0,150,350,150,250,250,300,100,300,0.5845462175001684
16.400000000000002,12.0,160.8341562884977,6.2,4.2,7.3,78.0,10.8,100,150,400,250,250,450,450,100,0.42689071814059326
31.900000000000002,26.0,29.458497736957586,12.3,2.8,5.0,62.0,11.4,450,100,450,200,350,250,300,350,0.4662637422292153
11.9,7.7,0.0,8.4,4.6,2.8,48.0,12.6,400,100,350,450,400,200,100,150,0.5865849371116785
18.5,12.7,0.0,5.1,1.8,6.3,67.0,11.9,200,150,350,200,300,300,250,250,0.594626553357079
14.0,11.0,29.599054059987864,4.3,3.9,8.3,60.0,10.8,150,450,400,150,300,250,350,150,0.42390546836342946
8.700000000000001,4.1,0.0,10.5,5.8,0.8,52.0,11.3,450,450,250,400,200,150,300,300,0.5947398155577184
32.699999999999996,28.9,0.0,9.3,5.1,7.3,66.0,11.0,150,150,350,100,350,250,100,150,0.6163728958798521
36.9,31.7,0.0,9.2,2.9,10.0,68.0,11.3,200,450,250,350,350,350,150,100,0.6553350928998207
21.1,15.7,0.0,10.1,3.4,2.8,61.0,11.3,150,200,250,300,450,150,350,250,0.6088975906376488
21.5,15.7,26.278646627294435,9.6,1.8,1.8,66.0,10.9,200,300,200,450,100,250,100,200,0.4247929750551081
36.5,31.9,0.0,9.6,3.4,5.8,72.0,10.8,450,250,250,350,200,250,250,300,0.6588462211196434
30.900000000000002,25.2,0.0,10.6,2.3,4.8,64.0,10.8,150,300,250,250,100,450,200,200,0.6264532317367626
12.200000000000001,6.1000000000000005,0.9889402468616827,7.3,2.3,5.0,66.0,11.3,400,450,250,200,450,100,100,250,0.5089569766380311
12.100000000000001,6.6000000000000005,16.696390003268547,10.1,3.5,0.0,55.0,11.9,100,300,300,150,450,450,400,350,0.4311669044189616
20.5,17.8,0.0,0.2,1.8,10.0,84.0,10.9,400,150,350,450,100,250,450,300,0.6235084145201372
29.7,25.7,0.0,3.3,2.9,10.0,72.0,11.3,150,300,300,350,400,300,350,350,0.6493321962659303
12.200000000000001,8.299999999999999,45.662259210521896,4.9,2.6,8.8,71.0,11.4,400,350,350,250,250,400,250,150,0.4267293532877713
26.6,21.7,0.0,6.0,2.8,7.5,56.0,10.9,450,450,250,150,200,100,450,200,0.6309837197623404
24.400000000000002,21.5,0.0,0.0,1.9,10.0,89.0,11.9,400,200,150,150,400,400,200,200,0.6156933226760155
19.1,15.0,0.0,1.9,2.5,5.0,55.0,11.4,100,200,400,450,200,150,350,100,0.595645913162834
9.600000000000001,6.0,0.0,5.1,3.3,5.3,59.0,11.9,350,200,400,150,250,150,400,350,0.5855655773059235
14.4,8.7,20.982137271742253,8.9,1.7,1.0,68.0,11.3,250,250,350,250,350,300,400,250,0.43076347485140976
25.5,20.8,50.28525707403034,10.9,4.1,0.0,49.0,12.6,150,200,200,350,350,350,350,350,0.4481908787130968
8.9,6.7,120.80605781189061,0.4,2.3,8.5,75.0,10.8,450,350,450,200,200,200,450,250,0.4256804817444283
14.5,11.0,0.0,5.9,5.4,7.5,71.0,11.0,150,450,400,200,100,250,100,400,0.5893032299270251
25.900000000000002,20.5,64.57643294919974,0.7,3.0,10.0,82.0,10.8,200,450,250,150,150,100,350,400,0.44012263607199703
18.5,11.399999999999999,0.0,9.3,2.3,7.8,56.0,10.8,450,100,250,250,250,100,100,200,0.5843196930988896
34.5,29.7,0.0,6.5,2.6,8.5,69.0,11.0,400,350,250,300,250,150,150,250,0.6434425618326792
8.9,4.9,10.77950231550548,9.3,3.4,3.5,63.0,11.3,200,250,450,400,400,350,250,250,0.42665516523465385
28.7,23.8,79.57102728995123,9.1,3.4,3.8,61.0,11.3,400,300,150,200,300,250,350,250,0.45061135150542675
15.5,11.399999999999999,22.96786856983394,0.3,2.5,10.0,68.0,10.9,200,250,100,450,100,450,150,250,0.41793496884134984
6.6,3.0999999999999996,0.0,3.9,4.0,9.8,85.0,10.9,100,350,400,200,350,450,300,450,0.594626553357079
24.0,17.9,0.0,5.7,2.6,8.8,58.0,11.3,350,400,200,250,100,400,400,300,0.6299643599565854
17.5,13.899999999999999,103.68492868255885,2.7,1.7,4.8,82.0,10.9,350,200,150,300,300,150,400,150,0.4230179616728653
31.8,28.8,0.0,1.6,4.0,10.0,84.0,11.4,350,350,200,100,150,250,450,250,0.6357407321891971
15.9,11.7,0.0,5.9,5.5,5.0,51.0,11.3,150,350,250,300,400,100,300,200,0.5913419495385351
21.3,20.5,0.0,0.0,1.7,10.0,92.0,11.3,400,200,100,350,200,250,150,350,0.6042538404114317
23.0,19.099999999999998,0.0,9.5,4.3,9.5,59.0,11.9,350,150,350,100,200,300,100,300,0.6007427121916089
17.5,12.1,0.0,8.3,2.2,6.8,51.0,11.3,200,400,200,300,200,450,450,150,0.611729145653635
33.8,29.3,140.60140993243556,6.3,2.6,10.0,69.0,11.3,150,300,150,450,300,300,450,200,0.4638432694368305
28.5,23.2,0.0,8.2,3.5,5.3,61.0,12.6,250,350,200,350,200,250,350,400,0.6391385982083804
12.5,8.7,0.0,7.9,4.0,4.3,63.0,12.6,450,100,450,300,250,100,100,400,0.5883971323219096
27.6,25.0,19.028219786277937,0.1,2.1,10.0,82.0,11.3,100,100,100,350,300,350,150,250,0.43116688845728296
9.4,5.4,13.61106861693289,1.1,3.2,9.0,73.0,11.0,300,250,200,400,450,450,300,300,0.4295536234746863
22.400000000000002,16.4,0.0,8.9,2.0,7.3,63.0,10.8,200,100,100,450,350,350,150,150,0.6018753341980034
13.4,6.1000000000000005,0.0,8.9,1.5,3.5,55.0,11.3,150,400,400,400,300,450,300,150,0.6103699992459617
23.3,17.599999999999998,0.0,8.1,3.1,6.5,61.0,12.6,400,400,100,400,200,250,350,250,0.6263399695361231
21.400000000000002,18.5,0.0,0.0,2.0,10.0,75.0,10.8,400,250,150,250,200,200,350,200,0.6042538404114317
10.5,7.9,3.141742783285253,5.3,5.8,3.0,57.0,11.0,250,350,150,200,300,350,150,450,0.4288807358372453
33.0,28.7,0.0,5.1,2.3,8.3,65.0,11.9,350,100,150,450,100,400,300,150,0.6340417991796053
29.1,24.0,0.0,3.7,2.3,9.5,51.0,11.3,350,250,400,150,250,150,250,250,0.625773658532926
37.199999999999996,30.599999999999998,0.0,11.3,2.7,2.8,64.0,10.8,200,100,400,350,100,300,350,250,0.6493321962659303
24.3,17.8,0.0,10.1,2.1,7.3,56.0,11.3,300,150,400,100,150,400,450,400,0.6297378355553066
31.8,27.599999999999998,0.0,6.1,2.8,8.5,60.0,11.3,450,100,150,350,450,350,150,250,0.6444619216384343
9.700000000000001,6.2,3.009922784461705,4.0,3.0,3.3,76.0,11.3,350,350,350,350,300,100,100,300,0.4299392033839693
3.4,2.3,0.0,0.0,1.4,10.0,89.0,11.0,100,300,200,300,400,400,300,250,0.569595607015762
21.6,18.0,34.707064457275706,0.1,2.1,10.0,64.0,11.3,100,400,300,250,350,250,450,100,0.43705670386837936
37.0,31.4,0.0,9.4,3.4,7.5,71.0,11.4,250,250,100,450,450,100,100,300,0.6460475924473865
21.2,16.0,47.18531304320766,2.1,2.9,9.0,67.0,11.9,250,250,400,350,300,100,150,400,0.43552373776657005
25.900000000000002,20.2,0.0,6.2,3.1,9.3,66.0,11.3,250,300,200,300,400,400,300,150,0.6299643599565854
24.2,18.7,37.333107436942775,7.2,1.8,7.5,74.0,10.9,350,450,250,100,400,150,250,200,0.44117150761533996
19.900000000000002,18.9,0.0,0.0,1.7,10.0,97.0,11.9,200,300,450,450,350,400,350,200,0.6352876833866393
6.1,1.2,16.203264899873094,8.7,2.4,1.5,43.0,11.3,100,450,400,300,350,100,400,200,0.41285200366283
6.6,3.5999999999999996,0.0,9.1,5.3,3.5,69.0,11.3,200,350,450,300,250,200,250,150,0.5732199974362242
33.599999999999994,27.8,0.0,4.0,3.2,9.3,78.0,11.0,250,350,250,200,300,350,350,100,0.6424232020269243
12.8,7.5,0.0,3.6,2.2,6.8,80.0,11.4,100,350,250,150,450,400,400,350,0.6034610050069557
22.2,16.3,45.04842002827197,10.5,2.3,0.5,63.0,11.9,350,400,150,300,300,200,300,400,0.44577040592076694
25.900000000000002,20.5,106.12541070273245,0.7,3.0,10.0,82.0,10.9,350,400,300,450,350,200,250,300,0.45763072260318366
28.400000000000002,25.8,0.0,1.0,1.4,10.0,76.0,11.4,450,450,100,300,400,450,450,250,0.6645093311516157
18.0,11.299999999999999,42.1169534384212,3.4,4.2,8.5,81.0,11.4,350,100,400,250,100,250,150,150,0.41422357719406644
13.5,10.0,0.0,5.8,4.5,5.5,68.0,12.6,250,200,400,450,350,300,200,250,0.6027814318031189
33.9,28.5,27.228502082757203,12.2,2.5,7.5,66.0,11.0,450,300,100,100,300,200,400,150,0.4549682025321183
24.900000000000002,19.8,0.0,4.4,2.4,7.8,70.0,11.9,250,250,250,450,350,200,250,200,0.6218094815105455
16.6,12.399999999999999,21.652421109797835,10.6,6.7,1.0,55.0,12.6,350,250,450,450,300,450,100,150,0.43721806884741965
19.6,14.6,0.0,3.3,2.3,8.0,65.0,11.3,150,100,350,300,400,400,350,100,0.60663234662486
33.3,29.3,0.0,10.2,2.5,6.3,66.0,10.8,300,400,200,200,450,300,400,100,0.6538626842915081
29.400000000000002,24.2,0.0,11.2,3.1,7.5,65.0,12.6,100,300,450,300,200,150,250,350,0.6292847867527488
16.900000000000002,12.0,0.0,11.6,6.4,1.3,40.0,11.3,100,150,300,300,350,450,350,400,0.6102567370453222
28.7,23.3,0.0,7.8,4.2,7.8,63.0,10.8,250,250,250,300,250,300,450,250,0.6374396651987888
16.2,11.0,0.0,11.3,3.0,0.5,48.0,11.3,400,250,150,300,300,150,350,150,0.5939469801532423
30.2,25.2,0.0,8.0,2.3,6.0,69.0,11.0,350,200,200,150,300,100,250,300,0.6211299083067089
10.9,6.7,0.0,10.7,6.7,0.5,48.0,11.3,450,150,250,350,400,150,200,300,0.5857921017072023
35.5,31.099999999999998,0.0,12.6,3.2,0.0,56.0,11.0,450,150,300,150,150,200,200,400,0.6433292996320398
20.0,17.599999999999998,0.0,0.0,2.8,9.3,86.0,11.3,200,250,250,350,100,250,250,350,0.599723352385854
33.599999999999994,29.2,51.26793483298016,7.6,2.7,8.5,67.0,11.3,350,150,200,200,350,100,100,250,0.4431078858492039
16.8,11.5,0.0,0.5,6.2,7.5,81.0,11.3,150,250,300,150,200,350,100,150,0.5712945400253536
27.0,21.099999999999998,100.83614007120235,2.8,2.3,8.0,69.0,12.6,250,200,350,250,400,300,150,200,0.44157491974739493
9.700000000000001,6.2,0.0,4.0,3.0,3.3,76.0,11.9,150,350,200,150,200,250,450,150,0.5676701496048914
20.400000000000002,15.6,0.0,6.9,4.4,6.8,62.0,11.0,200,300,200,350,150,350,200,400,0.6090108528382884
15.100000000000001,11.899999999999999,0.0,9.4,5.6,6.5,57.0,10.9,150,200,100,150,350,450,200,150,0.5772974366592442
20.1,14.399999999999999,0.0,6.4,3.1,7.3,56.0,11.4,300,300,150,200,100,300,250,100,0.5859053639078419
36.699999999999996,30.9,0.0,9.6,2.5,8.5,62.0,11.9,100,400,400,450,400,100,150,300,0.6596390565241197
18.3,11.6,59.85966493686899,6.8,2.1,4.8,75.0,11.3,350,300,450,250,150,350,200,150,0.4309248394611432
27.8,23.9,0.0,3.9,2.6,9.5,69.0,11.3,250,100,350,300,150,100,450,450,0.6288317379501909
35.9,30.9,0.0,5.8,3.3,9.5,77.0,11.0,300,100,400,200,300,250,300,350,0.651823964679998
25.900000000000002,22.8,0.0,0.0,2.0,10.0,87.0,11.3,150,200,400,350,450,100,450,200,0.6304174087591431
10.100000000000001,4.8,0.0,8.2,3.6,3.0,80.0,11.3,150,150,200,350,100,350,450,200,0.5731067352355848
18.400000000000002,12.2,35.063923352691354,10.9,3.1,8.3,44.0,11.3,150,450,250,150,300,300,250,350,0.43189302857807527
22.0,19.5,10.766027292838501,0.0,3.2,10.0,90.0,11.0,300,350,400,300,300,250,100,250,0.43940327338786844
11.600000000000001,9.299999999999999,0.0,0.8,1.9,10.0,71.0,11.9,450,250,250,450,100,100,300,450,0.5960989619653918
18.0,14.0,66.88607853861802,4.2,3.4,5.8,62.0,11.0,250,350,200,250,400,300,150,150,0.42543843446519525
34.8,30.5,14.047405748604767,8.1,3.8,8.5,74.0,11.3,350,150,200,300,450,400,450,100,0.469814041365999
34.099999999999994,28.9,0.0,2.5,2.2,9.3,76.0,12.6,100,400,300,100,150,350,350,100,0.626566493937402
21.3,20.5,25.646854842010715,0.0,1.7,10.0,92.0,11.0,150,250,150,450,300,100,250,350,0.43068279218420014
15.8,13.299999999999999,0.0,0.9,4.9,7.8,80.0,11.0,450,200,100,200,350,250,100,200,0.582620760089298
11.4,6.0,0.0,4.6,2.4,8.5,61.0,11.3,300,350,100,250,400,300,350,150,0.5874910347167941
11.4,7.6000000000000005,1.1479001536610636,7.1,2.8,7.5,48.0,11.4,150,250,350,300,400,300,450,150,0.502740287354414
29.2,26.099999999999998,0.0,1.0,4.0,8.5,92.0,11.0,200,400,300,400,150,350,250,450,0.647973049858257
38.199999999999996,33.1,0.0,13.7,3.1,4.0,52.0,11.9,250,450,450,350,150,150,150,150,0.6543157330940658
17.5,15.1,37.303149415850584,0.0,2.6,9.5,71.0,11.3,450,450,400,350,100,150,150,450,0.44052604820405195
20.5,13.299999999999999,0.0,10.6,3.1,3.8,49.0,10.9,450,450,150,150,450,150,300,250,0.6198840240996749
34.699999999999996,30.4,0.0,8.6,2.9,7.8,62.0,11.9,400,300,150,250,150,450,150,400,0.6515974402787192
15.9,11.7,33.93460953288883,5.7,3.8,4.0,68.0,10.9,400,250,250,350,350,150,200,200,0.4251963871859628
28.6,25.4,0.0,0.3,2.7,10.0,95.0,11.4,400,300,400,400,300,300,350,150,0.6513709158774402
13.3,11.2,0.0,0.0,4.9,8.3,56.0,11.4,200,100,150,150,250,300,300,350,0.5720873754298297
31.400000000000002,28.599999999999998,0.0,1.0,4.8,9.0,87.0,11.0,300,350,250,300,450,150,350,350,0.6531831110876714
26.1,20.7,0.0,11.4,4.7,0.8,49.0,11.0,400,250,300,150,150,200,450,100,0.6180718288894439
33.5,28.599999999999998,90.15672238829256,3.4,2.3,7.8,76.0,11.0,350,450,450,350,100,150,150,150,0.4580341347352387
13.0,12.0,0.0,0.0,1.7,10.0,94.0,11.3,300,200,400,350,150,200,100,100,0.5732199974362242
20.3,14.2,32.30866993501855,8.7,2.4,1.8,67.0,11.0,350,350,400,400,400,100,100,100,0.4360078323250391
32.199999999999996,28.5,0.0,1.3,3.1,10.0,86.0,11.9,250,100,150,250,100,250,350,400,0.6230553657175794
27.400000000000002,26.5,16.373873271304117,0.0,3.2,10.0,95.0,11.9,100,350,100,150,250,150,100,150,0.41728953301914834
17.5,15.7,0.0,0.0,4.5,10.0,86.0,10.8,450,150,400,350,100,450,350,250,0.6180718288894439
12.4,9.6,48.03188805839827,9.5,5.1,2.8,56.0,11.3,100,100,350,450,400,350,400,350,0.43165098129884216
15.8,9.6,0.0,6.5,3.4,9.8,55.0,11.9,200,300,100,150,150,250,300,250,0.5725404242323875
13.5,10.0,0.0,5.8,4.5,5.5,68.0,11.0,250,100,250,100,300,100,200,400,0.5705017046208776
19.8,14.2,0.0,10.3,2.5,0.0,57.0,12.6,250,250,250,400,350,400,250,250,0.6195442374977567
16.6,11.7,15.063315724960729,7.7,3.5,3.8,67.0,11.3,350,100,200,200,200,450,400,400,0.4322158490109759
28.7,24.8,4.549602293432501,1.7,3.3,9.3,79.0,10.8,400,200,300,150,350,150,100,350,0.4473177305291966
11.4,8.4,0.0,0.0,1.8,10.0,76.0,11.9,350,350,200,300,450,150,400,400,0.6074251820293362
38.699999999999996,32.7,0.0,13.8,3.3,0.3,54.0,10.9,300,450,350,300,100,100,300,350,0.6633767091452212
20.6,15.299999999999999,4.0860929072643595,10.1,5.0,2.5,44.0,11.3,200,450,400,350,100,450,200,450,0.4554231979643605
12.9,8.4,0.0,7.5,1.7,5.8,69.0,11.3,100,100,250,250,400,450,400,200,0.5904358519334196
11.4,6.0,0.0,9.2,1.8,0.8,71.0,11.4,200,200,150,450,100,200,100,400,0.569595607015762
17.3,13.6,0.0,9.2,4.0,1.5,56.0,11.9,350,250,250,400,150,150,250,350,0.6009692365928878
22.5,19.4,31.910044454930212,0.5,1.7,7.5,74.0,11.3,100,250,100,250,450,150,450,400,0.43746011600043855
13.4,8.7,0.0,5.0,2.4,8.0,68.0,11.0,150,250,250,300,250,250,150,150,0.5716343266272719
27.7,25.4,0.0,0.0,1.5,10.0,81.0,11.0,250,100,100,350,200,450,350,150,0.6190911886951989
18.6,13.5,0.0,6.7,1.9,5.3,62.0,11.0,400,100,250,150,150,350,250,450,0.6028946940037584
34.8,30.5,0.0,8.1,3.8,8.5,74.0,10.9,100,350,150,450,450,350,150,350,0.6574870747119702
22.2,17.2,0.0,8.4,1.8,5.3,72.0,11.0,350,350,400,100,100,150,100,450,0.6085578040357307
25.400000000000002,19.2,0.0,12.2,2.3,8.0,58.0,10.9,200,450,450,100,300,450,200,150,0.6310969819629798
32.1,28.9,0.0,0.9,1.7,10.0,74.0,11.4,350,300,450,250,350,400,150,250,0.6556748795017392
13.600000000000001,8.4,0.0,4.2,2.8,5.0,51.0,10.9,250,100,350,450,250,400,100,200,0.5893032299270251
6.3,3.4000000000000004,0.6628822985561353,9.4,5.2,1.3,41.0,11.4,150,400,200,450,450,100,300,250,0.5236123958686845
32.699999999999996,26.5,36.9873506351848,9.8,3.3,4.8,52.0,11.3,250,250,450,200,300,200,100,400,0.4566625334862517
25.400000000000002,20.5,0.0,2.6,2.7,9.8,76.0,10.8,200,400,350,150,250,100,300,400,0.6216962193099059
11.8,9.1,0.0,3.5,2.2,8.0,68.0,11.4,250,350,450,100,100,300,150,200,0.5749189304458159
14.700000000000001,8.799999999999999,0.0,7.1,3.9,2.8,57.0,11.3,150,150,450,150,200,200,400,150,0.5796759428726724
35.4,30.9,0.0,7.9,3.4,8.3,68.0,11.0,200,450,100,100,350,150,100,200,0.6261134451348443
8.700000000000001,3.5,0.0,8.6,2.3,7.3,48.0,10.8,350,200,100,400,200,200,450,400,0.5866981993123179
15.0,9.5,0.0,6.6,1.8,8.8,54.0,12.6,400,350,250,450,350,150,450,200,0.6179585666888044
12.8,6.6000000000000005,0.0,10.4,3.9,0.3,56.0,10.8,250,450,300,150,350,250,250,150,0.5898695409302224
19.1,13.299999999999999,0.0,7.9,1.8,5.5,64.0,11.0,350,450,450,250,150,400,450,250,0.6348346345840815
18.6,15.399999999999999,0.0,0.2,1.7,10.0,62.0,12.6,400,250,250,250,150,400,150,150,0.5938337179526029
9.100000000000001,6.0,1.421926711571069,8.9,5.6,1.3,59.0,11.0,200,200,400,400,400,200,150,100,0.4703642012704415
10.3,4.3,0.0,2.8,4.8,8.3,70.0,11.0,400,400,200,450,100,350,400,150,0.5960989619653918
24.400000000000002,20.5,47.87187558753713,3.5,3.0,7.5,67.0,11.3,250,100,250,150,350,100,100,300,0.4219690901295224
37.8,31.9,0.0,13.5,2.4,1.8,59.0,10.9,250,100,200,250,100,350,350,450,0.651823964679998
13.8,12.2,23.21120854552637,0.0,2.3,10.0,69.0,11.9,200,300,250,450,250,300,450,300,0.4331032650005454
15.700000000000001,11.0,0.0,9.5,3.6,2.5,52.0,11.0,250,350,250,250,300,250,250,100,0.5903225897327802
18.3,11.1,11.855270449942008,11.0,2.3,0.0,49.0,10.9,150,350,250,350,150,400,350,200,0.4317339049487657
30.900000000000002,28.7,0.0,3.4,1.9,8.0,75.0,11.0,250,450,200,200,250,150,250,150,0.6250940853290894
15.3,11.1,0.0,9.8,4.4,1.8,53.0,11.9,100,100,200,150,150,100,100,350,0.550680819508975
30.1,24.9,19.51498629632363,8.7,2.2,7.3,78.0,11.4,300,350,300,250,450,150,250,200,0.45504888607170924
9.700000000000001,7.6000000000000005,0.0,2.0,4.1,9.5,62.0,10.8,400,250,350,100,450,250,150,250,0.5837533820956924
34.5,29.0,0.0,10.5,3.0,5.8,66.0,10.9,300,350,100,400,250,300,450,150,0.6543157330940658
19.6,15.2,0.0,9.5,3.5,5.3,58.0,11.3,200,350,250,150,250,150,400,450,0.6103699992459617
25.8,21.8,0.0,3.5,2.8,10.0,75.0,11.3,250,450,350,300,350,200,100,450,0.6374396651987888
21.3,15.1,0.0,8.6,3.3,5.5,43.0,11.4,200,100,200,350,250,200,250,300,0.5962122241660313
19.900000000000002,15.799999999999999,0.0,4.1,1.7,7.5,71.0,11.9,250,450,200,250,450,400,400,200,0.6301908843578643
17.5,15.1,23.954323313396454,0.0,2.6,9.5,71.0,11.3,400,350,250,100,350,350,100,400,0.43310326498675183
20.7,12.299999999999999,0.0,11.2,2.7,1.0,46.0,11.0,250,200,400,150,300,350,300,300,0.6142209140677027
27.5,21.0,0.0,11.9,3.1,8.5,54.0,10.8,400,400,350,250,200,400,200,400,0.6494454584665698
28.2,19.9,0.0,12.4,4.2,0.3,36.0,11.4,200,350,350,100,100,450,150,350,0.6247542987271709
16.8,14.899999999999999,18.227562696181028,0.4,3.1,10.0,88.0,11.4,250,200,200,250,150,400,200,200,0.41599859426415514
16.2,15.7,0.0,0.0,1.9,10.0,88.0,10.9,200,450,150,400,250,400,250,450,0.6177320422875254
15.5,13.399999999999999,0.0,0.0,2.4,10.0,90.0,11.3,250,200,150,400,100,100,450,450,0.5944000289558001
4.3999999999999995,0.7,0.0,6.3,3.5,1.5,44.0,11.3,150,250,450,350,100,400,150,350,0.5705017046208776
26.2,22.099999999999998,0.0,5.9,3.9,8.0,58.0,10.9,400,400,100,250,250,450,150,450,0.6390253360077408
24.8,22.9,0.0,0.0,1.9,10.0,83.0,12.6,100,200,400,200,450,100,350,100,0.6058395112203839
8.200000000000001,4.2,0.0,8.7,3.5,2.5,73.0,10.8,300,100,350,450,100,350,450,300,0.5907756385353379
15.600000000000001,10.7,0.0,11.2,6.8,0.0,50.0,11.3,300,200,350,300,450,150,450,400,0.6146739628702605
14.5,9.399999999999999,0.0,6.9,1.3,5.3,67.0,12.6,450,250,250,400,300,400,350,300,0.6219227437111849
12.4,7.5,0.0,7.5,1.7,3.5,64.0,12.6,300,400,250,100,250,100,300,200,0.573446521837503
17.3,12.799999999999999,30.238590474154424,3.9,1.3,10.0,70.0,11.4,350,150,100,200,100,100,400,250,0.4104315031527717
19.6,12.7,0.0,9.7,2.3,7.3,49.0,11.3,450,100,350,150,150,150,200,400,0.5977978949749834
25.900000000000002,23.0,0.0,5.5,2.5,10.0,67.0,11.0,250,400,250,450,150,100,250,150,0.6175055178862467
27.2,22.0,0.0,7.7,3.4,6.0,60.0,12.6,300,350,250,450,400,200,150,400,0.6445751838390735
24.8,23.599999999999998,0.0,0.0,1.9,10.0,97.0,11.0,200,150,150,300,250,300,200,450,0.6136546030645056
24.900000000000002,23.099999999999998,0.0,0.0,1.6,10.0,85.0,10.9,250,250,450,400,300,350,350,450,0.6513709158774402
34.0,29.0,3.0255836848185558,11.4,3.3,4.5,73.0,10.9,450,150,200,300,300,250,300,400,0.4824581643341209
11.100000000000001,6.9,0.0,9.3,3.2,0.3,51.0,11.3,200,400,350,100,450,450,100,150,0.5888501811244674
13.0,11.399999999999999,0.0,0.0,2.1,10.0,98.0,11.0,300,200,400,250,300,150,350,250,0.591794998341093
20.400000000000002,14.7,0.0,10.0,2.8,0.0,45.0,10.9,250,450,100,200,300,100,150,150,0.5896430165289435
26.400000000000002,21.7,0.0,9.4,3.9,6.8,62.0,12.6,250,400,300,400,150,400,150,350,0.6373264029981492
20.900000000000002,13.7,0.0,11.4,2.8,4.3,45.0,11.9,200,300,100,100,350,300,450,250,0.6052732002171868
7.0,6.0,0.0,0.0,3.0,8.5,88.0,11.3,200,100,250,450,400,400,150,100,0.5698221314170409
19.400000000000002,12.0,0.0,10.0,1.3,0.0,66.0,11.3,150,100,100,250,400,250,400,450,0.6047068892139895
23.5,17.7,111.94858259081866,10.3,4.0,0.0,58.0,11.3,250,450,250,400,100,300,350,300,0.4481908787130968
16.3,9.5,12.436361883542798,8.0,2.6,7.3,54.0,10.9,150,150,400,350,350,400,400,250,0.43617046355336536
21.3,16.8,61.462053371731216,2.3,1.5,8.3,79.0,11.0,200,400,250,300,400,300,100,400,0.4416556021738059
26.0,25.2,0.0,0.0,4.0,10.0,98.0,11.0,300,350,250,150,150,150,450,400,0.6263399695361231
28.3,23.0,20.77340741592431,2.1,2.5,8.8,77.0,11.4,100,350,350,400,450,450,400,300,0.4703785463031783
36.0,31.4,0.0,10.4,2.9,6.0,59.0,11.4,100,350,150,100,100,450,450,400,0.6492189340652907
36.8,31.0,0.0,9.6,2.7,5.3,67.0,11.3,100,250,300,150,150,300,200,300,0.6327959149725715
34.0,28.7,0.0,6.4,3.0,9.3,76.0,10.9,350,100,150,200,400,100,450,450,0.6480863120588966
23.3,20.599999999999998,0.0,0.1,2.5,8.8,67.0,10.9,300,250,300,150,400,100,300,300,0.6137678652651449
21.0,18.599999999999998,0.0,0.0,2.9,9.8,67.0,10.9,150,300,450,250,100,100,400,250,0.6038007916088739
10.5,7.9,0.0,5.3,5.8,3.0,57.0,10.9,100,450,100,450,300,400,350,300,0.5971183217711469
33.0,29.3,51.526207926070605,10.7,4.7,8.0,64.0,10.8,300,100,350,100,250,300,100,200,0.4433499331284369
28.6,24.9,0.0,3.5,1.7,9.8,71.0,11.0,350,150,200,150,300,300,400,350,0.632682652771932
38.699999999999996,32.7,0.0,13.8,3.3,0.3,54.0,12.6,250,400,150,200,300,450,100,300,0.6565809771068547
